id,lng,lat
5319910000000068,-121.558700860000000,48.150722709199997
5319910000000087,-121.522330767000000,47.892969992600001
5319910000000064,-122.280378420999990,48.174231474800003
5319910000000065,-122.139575370000000,48.238266665099999
5319910000000086,-122.092729086000010,47.804099466600000
5319910000000070,-122.121601018000010,47.995856562900002
5319910000000077,-122.052565050000000,47.873464798299999
5319910000000076,-122.184978512000000,47.898926582700000
5319910000000080,-122.152181880000000,47.849077919400003
5319910000000066,-122.163278237000000,48.069983274999998
5319910000000072,-122.044431309999990,47.937458935899997
5319910000000067,-122.122028468000000,48.098967220600002
5319910000000082,-122.360970782000000,47.798055283099998
5319910000000081,-122.331214968000000,47.834361234500001
5319910000000069,-122.199372245000010,47.992256646300000
5319910000000071,-122.239784869000000,47.942560281299997
5319910000000083,-122.303249622000000,47.805518209100001
5319910000000074,-122.267786634000000,47.905909844100002
5319910000000085,-122.223364974000010,47.827010459500002
5319910000000073,-122.306743445000000,47.882761141200000
5319910000000078,-122.267004684000000,47.856928227799997
5319910000000084,-122.249884935000000,47.797384656799998
5319910000000079,-122.214376845000000,47.864040226000000
5319910000000075,-122.231051252000000,47.901325196199998
5319910000000111,-121.794286837000000,46.985107319599997
5319910000000088,-122.723391431000000,47.291680949300002
5319910000000100,-122.502686408000000,47.168716649600000
5319910000000097,-122.482570546999990,47.210952857300001
5319910000000101,-122.437425520000010,47.155841510700000
5319910000000098,-122.442648683000000,47.199551582600002
5319910000000095,-122.162368715000000,47.200534293799997
5319910000000094,-122.282364642000000,47.220049910500002
5319910000000104,-122.264037583000000,47.166329032999997
5319910000000103,-122.331175009000010,47.152145863299999
5319910000000102,-122.388653151000000,47.171588835100003
5319910000000099,-122.560764328000000,47.167418000100000
5319910000000096,-122.541553805000010,47.217419626500003
5319910000000105,-122.553234213000000,47.063468617500000
5319910000000110,-122.222368661999990,46.870276991600001
5319910000000109,-122.260700418000000,46.990959342300002
5319910000000106,-122.428047226999990,47.098922192899998
5319910000000107,-122.344219546999990,47.083444366499997
5319910000000108,-122.264784719999990,47.097550158799997
5319910000000092,-122.467774070999990,47.247066256600000
5319910000000091,-122.481540839999990,47.271266879000002
5319910000000090,-122.524752211000010,47.274802284000003
5319910000000093,-122.385762175000000,47.263631519100002
5319910000000089,-122.592184711000000,47.322374353599997
5300000000000014,-123.283738888000000,47.345738112699998
5300000000000015,-122.959160115000000,47.365613065100000
5300000000000013,-123.597442657000000,47.748457599799998
5300000000000010,-124.061021118000000,48.056448525000000
5300000000000011,-123.435504975000000,48.103307688599998
5300000000000012,-123.100816105000010,47.993902725300003
5300000000000009,-122.975497518000000,48.549081919999999
5319820200000017,-123.832997292000000,46.976215634500001
5319820200000018,-123.554812502999990,46.906502902299998
5319820200000016,-123.877249207999990,47.270540752700001
5319820100000001,-122.971213256000000,47.094590186399998
5319820100000002,-122.863257799000000,47.091117805099998
5319820100000005,-122.794949440000000,47.055609632399999
5319820100000006,-122.726626061999990,47.044282410500003
5319820100000008,-122.575461860999990,46.884351168700000
5319820100000007,-122.851323947000000,46.828325442199997
5319820100000003,-123.049911370000000,46.990047623599999
5319820100000004,-122.844911198000010,46.987609626699999
5319820200000019,-123.701357621000000,46.556977012899999
5319910000000116,-122.647128436000000,47.620900954200003
5319910000000118,-122.657627060000000,47.569280037600002
5319910000000115,-122.819074034000000,47.581294674200002
5319910000000120,-122.681757179000000,47.457540647400002
5319910000000112,-122.577118677000000,47.799362466300003
5319910000000113,-122.681594635000000,47.698231912399997
5319910000000119,-122.573218616000010,47.518774117299998
5319910000000117,-122.611798939000000,47.610676295600001
5319910000000114,-122.536338618000000,47.643579531900002
7205040000000011,-121.548547545000010,48.824049021000000
7205040000000013,-122.710911534000000,48.948564483500000
7205040000000001,-122.638111115000000,48.812308872700001
7205040000000006,-122.362947915000010,48.699790648200000
7205040000000014,-122.513013844000000,48.789697058599998
7205040000000003,-122.486193533000010,48.726910268200001
7205040000000005,-122.408219876999990,48.785466480899998
7205040000000004,-122.481636572000000,48.908431442400001
5319820200000021,-122.957553785000000,46.698526420199997
5319820200000022,-122.130971194000000,46.577856281300001
5319820200000020,-123.133905594000000,46.567527154300002
7218510000000003,-122.633782353000000,48.503029702399999
7218510000000004,-122.432813190000000,48.461077211199999
7218510000000002,-122.310492905000000,48.572682209699998
7218510000000001,-121.604050595000000,48.474032316799999
7218510000000005,-122.310396393000000,48.433789057299997
7218510000000008,-122.611537971999990,48.334122654799998
7218510000000007,-122.634479129000000,48.159392304999997
7218510000000006,-122.449854049000000,48.081295257299999
5319910000000050,-122.214591420000000,47.627661250899997
5319910000000052,-122.183581010000000,47.670924932900000
5319910000000058,-122.299405875999990,47.757901373999999
5319910000000057,-122.355473944000000,47.756536941299998
5319910000000059,-122.239414557000000,47.753266109400002
5319910000000039,-121.908378402000000,47.455876231300003
5319910000000034,-122.058117792999990,47.375615425200003
5319910000000048,-122.120284353000000,47.613358201499999
5319910000000054,-122.009391827000000,47.665655138299996
5319910000000049,-122.053246551000000,47.623505554799998
5319910000000045,-122.038765422000000,47.570004480700000
5319910000000046,-121.976169145000000,47.573215184699997
5319910000000038,-121.701591142000000,47.248256039600001
5319910000000063,-121.531999975999990,47.604192517900003
5319910000000055,-122.228475342000000,47.719066322899998
5319910000000003,-122.374819110999990,47.694147270700000
5319910000000001,-122.347396755999990,47.721294281399999
5319910000000004,-122.334515104999990,47.688143470000000
5319910000000002,-122.299002942000000,47.718401850399999
5319910000000060,-122.186995751000000,47.755115072000002
5319910000000056,-122.193927433000000,47.704239675600000
5319910000000061,-122.119257808000000,47.742323977100000
5319910000000053,-122.134126704000000,47.685396074000003
5319910000000051,-122.147274161000000,47.639609254900002
5319910000000044,-122.138044119000000,47.568668507600002
5319910000000047,-122.176780683999990,47.598962026099997
5319910000000042,-122.086045485000000,47.523182941400002
5319910000000041,-122.180758190000010,47.526797862599999
5319910000000040,-122.106227037000000,47.478315445699998
5319910000000020,-122.215516081000000,47.475761650700001
5319910000000037,-122.122876434999990,47.426417572699997
5319910000000036,-122.183866510000000,47.429461390999997
5319910000000033,-122.133174444999990,47.367376442400001
5319910000000032,-122.057077542000000,47.318541782700002
5319910000000030,-122.210119203999990,47.278654176300002
5319910000000028,-122.314363494000010,47.316215194400002
5319910000000029,-122.278672344000000,47.304475960100000
5319910000000021,-122.446407741000000,47.419808590899997
5319910000000024,-122.308034619000000,47.390011245499998
5319910000000026,-122.330182183000010,47.342206627700001
5319910000000027,-122.356926005000010,47.297573905100002
5319910000000062,-121.984720422000000,47.732790257799998
5319910000000006,-122.376954377999990,47.669240690999999
5319910000000008,-122.397629494000000,47.648928259800002
5319910000000015,-122.387583134000000,47.548756616600002
5319910000000023,-122.257821354000000,47.420725404400002
5319910000000022,-122.301618301000000,47.446789731300001
5319910000000025,-122.231471145000000,47.373191897200002
5319910000000031,-122.205668786000000,47.338703318900002
5319910000000035,-122.186377772000000,47.401402861100003
5319910000000018,-122.350224842000000,47.503524041600002
5319910000000016,-122.357766978000000,47.544600272499999
5319910000000005,-122.283638901000000,47.680128770600000
5319910000000007,-122.322329405000000,47.660581223900003
5319910000000010,-122.302026270000000,47.635311596000001
5319910000000013,-122.298056294999990,47.609374484699998
5319910000000014,-122.313281604000000,47.575741434199998
5319910000000043,-122.226479749000010,47.562454670900003
5319910000000017,-122.288286814000000,47.535270033300002
5319910000000019,-122.300034392000000,47.493699799900000
5319910000000009,-122.353355804000000,47.635603566999997
5319910000000011,-122.337410258999990,47.609065161600000
5319910000000012,-122.321095302000000,47.613485122500002